hs_code,product_description,classification,parent_code,hierarchy_level,is_basic_level,chapter,product_category,source
"030615","Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030616","Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030617","Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030619","Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030631","Crustaceans; live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030632","Crustaceans; live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030633","Crustaceans; live, fresh or chilled, crabs, whether in shell or not","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030634","Crustaceans; live, fresh or chilled, Norway lobsters (Nephrops norvegicus), in shell or not","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030635","Crustaceans; live, fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030636","Crustaceans; live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030639","Crustaceans; live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030691","Crustaceans; rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030692","Crustaceans; lobsters (Homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030693","Crustaceans; crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030694","Crustaceans; Norway lobsters (Nephrops norvegicus), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030695","Crustaceans; shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"030699","Crustaceans; smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not","H6","0306",6,1,"03","Animals & Animal Products","excel_import"
"000307","Molluscs; whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process","H6","03",4,0,"00","General","excel_import"
"030711","Molluscs; oysters, whether in shell or not, live, fresh or chilled","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030712","Molluscs; oysters, whether in shell or not, frozen","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030719","Molluscs; oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030721","Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030722","Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, frozen","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030729","Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030731","Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030732","Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030739","Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030742","Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030743","Molluscs; cuttle fish and squid, whether in shell or not, frozen","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030749","Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030751","Molluscs; octopus (Octopus spp.), live, fresh or chilled","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030752","Molluscs; octopus (Octopus spp.), frozen","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030759","Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030760","Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030771","Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030772","Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030779","Molluscs; clams, cockle, ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae, Veneridae), whether in shell or not, dried, salted, in brine, smoked","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030781","Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030782","Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, live, fresh or chilled","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030783","Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030784","Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, frozen","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030787","Molluscs; abalone (Haliotis spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030788","Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030791","Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030792","Molluscs; n.e.c. in heading 0307, whether in shell or not, frozen","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"030799","Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","H6","0307",6,1,"03","Animals & Animal Products","excel_import"
"000308","Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; smoked aquatic invertebrates other than crustaceans and molluscs, whether or not cooked before or during the smoking process","H6","03",4,0,"00","General","excel_import"
"030811","Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), live, fresh or chilled","H6","0308",6,1,"03","Animals & Animal Products","excel_import"
"030812","Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), frozen","H6","0308",6,1,"03","Animals & Animal Products","excel_import"
"030819","Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process","H6","0308",6,1,"03","Animals & Animal Products","excel_import"
"030821","Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled","H6","0308",6,1,"03","Animals & Animal Products","excel_import"
"030822","Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen","H6","0308",6,1,"03","Animals & Animal Products","excel_import"
"030829","Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process","H6","0308",6,1,"03","Animals & Animal Products","excel_import"
"030830","Aquatic invertebrates; jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking","H6","0308",6,1,"03","Animals & Animal Products","excel_import"
"030890","Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking","H6","0308",6,1,"03","Animals & Animal Products","excel_import"
"000309","Flours, meals and pellets of fish, crustaceans, molluscs and other aquatic invertebrates, fit for human consumption","H6","03",4,0,"00","General","excel_import"
"030910","Flours, meals and pellets of fish, fit for human consumption","H6","0309",6,1,"03","Animals & Animal Products","excel_import"
"030990","Flours, meals and pellets of crustaceans, molluscs and other aquatic invertebrates, fit for human consumption","H6","0309",6,1,"03","Animals & Animal Products","excel_import"
"000004","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","H6","TOTAL",2,0,"00","General","excel_import"
"000401","Milk and cream; not concentrated, not containing added sugar or other sweetening matter","H6","04",4,0,"00","General","excel_import"
"040110","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%","H6","0401",6,1,"04","Animals & Animal Products","excel_import"
"040120","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%","H6","0401",6,1,"04","Animals & Animal Products","excel_import"
"040140","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%","H6","0401",6,1,"04","Animals & Animal Products","excel_import"
"040150","Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%","H6","0401",6,1,"04","Animals & Animal Products","excel_import"
"000402","Milk and cream; concentrated or containing added sugar or other sweetening matter","H6","04",4,0,"00","General","excel_import"
"040210","Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)","H6","0402",6,1,"04","Animals & Animal Products","excel_import"
"040221","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","H6","0402",6,1,"04","Animals & Animal Products","excel_import"
"040229","Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)","H6","0402",6,1,"04","Animals & Animal Products","excel_import"
"040291","Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","H6","0402",6,1,"04","Animals & Animal Products","excel_import"
"040299","Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms","H6","0402",6,1,"04","Animals & Animal Products","excel_import"
"000403","Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.","H6","04",4,0,"00","General","excel_import"
"040320","Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa","H6","0403",6,1,"04","Animals & Animal Products","excel_import"
"040390","Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)","H6","0403",6,1,"04","Animals & Animal Products","excel_import"
"000404","Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included","H6","04",4,0,"00","General","excel_import"
"040410","Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter","H6","0404",6,1,"04","Animals & Animal Products","excel_import"
"040490","Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04","H6","0404",6,1,"04","Animals & Animal Products","excel_import"
"000405","Butter and other fats and oils derived from milk; dairy spreads","H6","04",4,0,"00","General","excel_import"
"040510","Dairy produce; derived from milk, butter","H6","0405",6,1,"04","Animals & Animal Products","excel_import"
"040520","Dairy produce; dairy spreads","H6","0405",6,1,"04","Animals & Animal Products","excel_import"
"040590","Dairy produce; fats and oils derived from milk (other than butter or dairy spreads)","H6","0405",6,1,"04","Animals & Animal Products","excel_import"
"000406","Cheese and curd","H6","04",4,0,"00","General","excel_import"
"040610","Dairy produce; fresh cheese (including whey cheese), not fermented, and curd","H6","0406",6,1,"04","Animals & Animal Products","excel_import"
"040620","Dairy produce; cheese of all kinds, grated or powdered","H6","0406",6,1,"04","Animals & Animal Products","excel_import"
"040630","Dairy produce; cheese, processed (not grated or powdered)","H6","0406",6,1,"04","Animals & Animal Products","excel_import"
"040640","Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)","H6","0406",6,1,"04","Animals & Animal Products","excel_import"
"040690","Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406","H6","0406",6,1,"04","Animals & Animal Products","excel_import"
"000407","Birds' eggs, in shell; fresh, preserved or cooked","H6","04",4,0,"00","General","excel_import"
"040711","Birds' eggs, in shell; fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)","H6","0407",6,1,"04","Animals & Animal Products","excel_import"
"040719","Birds' eggs, in shell; fresh, fertilised eggs for incubation, other than fowls of the species Gallus domesticus (domestic hens)","H6","0407",6,1,"04","Animals & Animal Products","excel_import"
"040721","Birds' eggs, in shell; fresh, not for incubation, of fowls of the species Gallus domesticus (domestic hens)","H6","0407",6,1,"04","Animals & Animal Products","excel_import"
"040729","Birds' eggs, in shell; fresh, not for incubation, other than fowls of the species Gallus domesticus (domestic hens)","H6","0407",6,1,"04","Animals & Animal Products","excel_import"
"040790","Birds' eggs, in shell; preserved or cooked","H6","0407",6,1,"04","Animals & Animal Products","excel_import"
"000408","Birds' eggs, not in shell; egg yolks, fresh, dried, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter","H6","04",4,0,"00","General","excel_import"
"040811","Eggs; birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter","H6","0408",6,1,"04","Animals & Animal Products","excel_import"
"040819","Eggs; birds' eggs, yolks, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter","H6","0408",6,1,"04","Animals & Animal Products","excel_import"
"040891","Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter","H6","0408",6,1,"04","Animals & Animal Products","excel_import"
"040899","Eggs; birds' eggs (not in shell, excluding yolks only), fresh, cooked by steaming or boiling in water, moulded, frozen, otherwise preserved, whether or not containing added sugar or other sweetening matter","H6","0408",6,1,"04","Animals & Animal Products","excel_import"
"000409","Honey; natural","H6","04",4,0,"00","General","excel_import"
"040900","Honey; natural","H6","0409",6,1,"04","Animals & Animal Products","excel_import"
"000410","Animal products; insects and other edible products of animal origin, not elsewhere specified or included","H6","04",4,0,"00","General","excel_import"
"041010","Animal products; insects","H6","0410",6,1,"04","Animals & Animal Products","excel_import"
"041090","Animal products; edible products of animal origin, not elsewhere specified or included, other than insects","H6","0410",6,1,"04","Animals & Animal Products","excel_import"
"000005","Animal originated products; not elsewhere specified or included","H6","TOTAL",2,0,"00","General","excel_import"
"000501","Human hair; unworked, whether or not washed or scoured; waste of human hair","H6","05",4,0,"00","General","excel_import"
"050100","Animal products; hair, human, unworked, whether or not washed or scoured, and waste of human hair","H6","0501",6,1,"05","Animals & Animal Products","excel_import"
"000502","Pigs', hogs' or boars' bristles and hair; and waste thereof","H6","05",4,0,"00","General","excel_import"
"050210","Animal products; hair and bristles, of pigs, hogs or boars, and waste thereof","H6","0502",6,1,"05","Animals & Animal Products","excel_import"
"050290","Animal products; badger hair and other brush making hair and waste of such bristles or hair, n.e.c. in heading no. 0502 (excluding horsehair)","H6","0502",6,1,"05","Animals & Animal Products","excel_import"
"000504","Guts, bladders and stomachs of animals (other than fish); whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","H6","05",4,0,"00","General","excel_import"
"050400","Animal products; guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","H6","0504",6,1,"05","Animals & Animal Products","excel_import"
"000505","Skins and other parts of birds with feathers, down; feathers, down and parts thereof; not further worked than cleaned, disinfected, treated for preservation; powder, waste and parts of feathers","H6","05",4,0,"00","General","excel_import"
"050510","Animal products; feathers and down used for stuffing, not further worked than cleaned, disinfected or treated for preservation","H6","0505",6,1,"05","Animals & Animal Products","excel_import"
"050590","Animal products; skins and other parts of birds, feathers and down (not for stuffing), powder and waste of such, not further worked than cleaned, disinfected or treated for preservation","H6","0505",6,1,"05","Animals & Animal Products","excel_import"
"000506","Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinised; powder and waste of these products","H6","05",4,0,"00","General","excel_import"
"050610","Animal products; ossein and bones treated with acid","H6","0506",6,1,"05","Animals & Animal Products","excel_import"
"050690","Animal products; bones and horn-cores and powder or waste of such, unworked, defatted, simply prepared (not cut to shape), or treated with acid or degelatinised, n.e.c. in heading no. 0506","H6","0506",6,1,"05","Animals & Animal Products","excel_import"
"000507","Ivory, tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks unworked or simply prepared, not cut to shape; waste and powder of these products","H6","05",4,0,"00","General","excel_import"
"050710","Animal products; ivory, unworked or simply prepared but not cut to shape, ivory powder and waste","H6","0507",6,1,"05","Animals & Animal Products","excel_import"
"050790","Animal products; tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape, waste and powder of these products","H6","0507",6,1,"05","Animals & Animal Products","excel_import"
"000508","Coral and similar materials, unworked or simply prepared, shells of molluscs, crustaceans or echinoderms and cuttle-bone, not cut to shape powder and waste thereof","H6","05",4,0,"00","General","excel_import"
"050800","Animal products; coral and similar materials, shells of molluscs, crustaceans, echinoderms, cuttle-bone, unworked or simply prepared but not cut to shape, powder and waste thereof","H6","0508",6,1,"05","Animals & Animal Products","excel_import"
"000510","Ambergris, castoreum, civet and musk; cantharides; bile, dried or not glands, other animal products used in preparation of pharmaceutical products, fresh chilled, frozen or otherwise provisionally preserved","H6","05",4,0,"00","General","excel_import"
"051000","Animal products; ambergris, castoreum, civet, musk, cantharides, bile (dried or not) glands and other animal products, for pharmaceutical purposes, fresh, chilled, frozen or otherwise provisionally preserved","H6","0510",6,1,"05","Animals & Animal Products","excel_import"
"000511","Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption","H6","05",4,0,"00","General","excel_import"
"051110","Animal products; bovine semen","H6","0511",6,1,"05","Animals & Animal Products","excel_import"
"051191","Animal products; of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of chapter 03, unfit for human consumption","H6","0511",6,1,"05","Animals & Animal Products","excel_import"
"051199","Animal products; n.e.c. in chapter 5","H6","0511",6,1,"05","Animals & Animal Products","excel_import"
"000006","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage","H6","TOTAL",2,0,"00","General","excel_import"
"000601","Bulbs, tubers, tuberous roots, corms, crowns and rhizomes; dormant, in growth or in flower; chicory plants and roots other than roots of heading no. 1212","H6","06",4,0,"00","General","excel_import"
"060110","Plants, live; bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant","H6","0601",6,1,"06","Vegetable Products","excel_import"
"060120","Plants, live; bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower, chicory plants and roots other than of heading no. 1212","H6","0601",6,1,"06","Vegetable Products","excel_import"
"000602","Plants, live; n.e.c. in heading no. 0601, (including their roots) cuttings and slips; mushroom spawn","H6","06",4,0,"00","General","excel_import"
"060210","Plants, live; unrooted cuttings and slips","H6","0602",6,1,"06","Vegetable Products","excel_import"
"060220","Plants, live; edible fruit or nut trees, shrubs and bushes, grafted or not","H6","0602",6,1,"06","Vegetable Products","excel_import"
"060230","Plants, live; rhododendrons and azaleas, grafted or not","H6","0602",6,1,"06","Vegetable Products","excel_import"
"060240","Plants, live; roses, grafted or not","H6","0602",6,1,"06","Vegetable Products","excel_import"
"060290","Plants, live; n.e.c. in heading no. 0602","H6","0602",6,1,"06","Vegetable Products","excel_import"
"000603","Flowers; cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared","H6","06",4,0,"00","General","excel_import"
"060311","Flowers, cut; roses, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh","H6","0603",6,1,"06","Vegetable Products","excel_import"
"060312","Flowers, cut; carnations, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh","H6","0603",6,1,"06","Vegetable Products","excel_import"
"060313","Flowers, cut; orchids, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh","H6","0603",6,1,"06","Vegetable Products","excel_import"
"060314","Flowers, cut; chrysanthemums, flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh","H6","0603",6,1,"06","Vegetable Products","excel_import"
"060315","Flowers, cut; lilies (Lilium spp.), flowers and flower buds of a kind suitable for bouquets or ornamental purposes, fresh","H6","0603",6,1,"06","Vegetable Products","excel_import"
"060319","Flowers, cut; flowers and buds of a kind suitable for bouquets or ornamental purposes, fresh, other than roses, carnations, orchids, chrysanthemums or lillies","H6","0603",6,1,"06","Vegetable Products","excel_import"
"060390","Flowers, cut; flowers and flower buds of a kind suitable for bouquets or ornamental purposes, dried, dyed, bleached, impregnated or otherwise prepared","H6","0603",6,1,"06","Vegetable Products","excel_import"
"000604","Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated etc.","H6","06",4,0,"00","General","excel_import"
"060420","Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; suitable for bouquets or for ornamental purposes, fresh","H6","0604",6,1,"06","Vegetable Products","excel_import"
"060490","Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; suitable for bouquets or for ornamental purposes, dried, dyed, bleached, impregnated or otherwise prepared","H6","0604",6,1,"06","Vegetable Products","excel_import"
"000007","Vegetables and certain roots and tubers; edible","H6","TOTAL",2,0,"00","General","excel_import"
"000701","Potatoes; fresh or chilled","H6","07",4,0,"00","General","excel_import"
"070110","Vegetables; seed potatoes, fresh or chilled","H6","0701",6,1,"07","Vegetable Products","excel_import"
"070190","Vegetables; potatoes (other than seed), fresh or chilled","H6","0701",6,1,"07","Vegetable Products","excel_import"
"000702","Tomatoes; fresh or chilled","H6","07",4,0,"00","General","excel_import"
"070200","Vegetables; tomatoes, fresh or chilled","H6","0702",6,1,"07","Vegetable Products","excel_import"
"000703","Onions, shallots, garlic, leeks and other alliaceous vegetables; fresh or chilled","H6","07",4,0,"00","General","excel_import"
"070310","Vegetables, alliaceous; onions and shallots, fresh or chilled","H6","0703",6,1,"07","Vegetable Products","excel_import"
"070320","Vegetables, alliaceous; garlic, fresh or chilled","H6","0703",6,1,"07","Vegetable Products","excel_import"
"070390","Vegetables, alliaceous; leeks and other kinds n.e.c. in heading no. 0703, fresh or chilled","H6","0703",6,1,"07","Vegetable Products","excel_import"
"000704","Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas; fresh or chilled","H6","07",4,0,"00","General","excel_import"
"070410","Vegetables, brassica; cauliflowers and broccoli, fresh or chilled","H6","0704",6,1,"07","Vegetable Products","excel_import"
"070420","Vegetables, brassica; brussel sprouts, fresh or chilled","H6","0704",6,1,"07","Vegetable Products","excel_import"
"070490","Vegetables, brassica; edible, n.e.c. in heading no. 0704, fresh or chilled","H6","0704",6,1,"07","Vegetable Products","excel_import"
"000705","Lettuce (lactuca sativa) and chicory (cichorium spp.) fresh or chilled","H6","07",4,0,"00","General","excel_import"
"070511","Vegetables; cabbage (head) lettuce (lactuca sativa), fresh or chilled","H6","0705",6,1,"07","Vegetable Products","excel_import"
"070519","Vegetables; lettuce (lactuca sativa), (other than cabbage lettuce), fresh or chilled","H6","0705",6,1,"07","Vegetable Products","excel_import"
"070521","Vegetables; witloff chicory (cichorium intybus var. foliosum), fresh or chilled","H6","0705",6,1,"07","Vegetable Products","excel_import"
"070529","Vegetables; chicory (cichorium spp.), (other than witloof chicory), fresh or chilled","H6","0705",6,1,"07","Vegetable Products","excel_import"
"000706","Carrots, turnips, salad beetroot, salsify, celeriac, radishes and similar edible roots; fresh or chilled","H6","07",4,0,"00","General","excel_import"
"070610","Vegetables, root; carrots and turnips, fresh or chilled","H6","0706",6,1,"07","Vegetable Products","excel_import"
"070690","Vegetables, root; salad beetroot, salsify, celeric, radishes and similar edible roots, fresh or chilled","H6","0706",6,1,"07","Vegetable Products","excel_import"
"000707","Cucumbers and gherkins; fresh or chilled","H6","07",4,0,"00","General","excel_import"
"070700","Vegetables; cucumbers and gherkins, fresh or chilled","H6","0707",6,1,"07","Vegetable Products","excel_import"
"000708","Leguminous vegetables; shelled or unshelled, fresh or chilled","H6","07",4,0,"00","General","excel_import"
"070810","Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, fresh or chilled","H6","0708",6,1,"07","Vegetable Products","excel_import"
"070820","Vegetables, leguminous; beans (vigna spp., phaseolus spp.), shelled or unshelled, fresh or chilled","H6","0708",6,1,"07","Vegetable Products","excel_import"
"070890","Vegetables, leguminous; (other than peas and beans), shelled or unshelled, fresh or chilled","H6","0708",6,1,"07","Vegetable Products","excel_import"
"000709","Vegetables; n.e.c. in chapter 07, fresh or chilled","H6","07",4,0,"00","General","excel_import"
"070920","Vegetables; asparagus, fresh or chilled","H6","0709",6,1,"07","Vegetable Products","excel_import"
"070930","Vegetables; aubergines, (e.g. plants), fresh or chilled","H6","0709",6,1,"07","Vegetable Products","excel_import"
"070940","Vegetables; celery (other than celeriac), fresh or chilled","H6","0709",6,1,"07","Vegetable Products","excel_import"
"070951","Vegetables; mushrooms of the genus Agaricus, fresh or chilled","H6","0709",6,1,"07","Vegetable Products","excel_import"
"070952","Vegetables; mushrooms of the genus Boletus, fresh or chilled","H6","0709",6,1,"07","Vegetable Products","excel_import"
"070953","Vegetables; mushrooms of the genus Cantharellus, fresh or chilled","H6","0709",6,1,"07","Vegetable Products","excel_import"
"070954","Vegetables; shiitake mushrooms (Lentinus edodes), fresh or chilled","H6","0709",6,1,"07","Vegetable Products","excel_import"
